case_id,accepted,first_withdrawal_amount,monthly_cost,payback_period,requested_amount,offered_amount,credit_score,offer_amt_less_than_requested,chased
Application_160772730,1,2812,191.27,60,10000,10000,786,0,0
Application_1607821509,0,2400,200.95,56,10000,10000,0,0,0
Application_1608139800,1,10000,108.81,120,10000,10000,988,0,1
Application_1608443257,1,14301,285.1,120,28000,28000,796,0,0
Application_1609045364,1,10276,205.49,120,20000,20000,853,0,0
Application_160922085,1,5790,168.5,47,0,7000,863,0,0
Application_1609265064,1,20000,375.53,60,20000,20000,796,0,0
Application_1609284729,1,0,150,62,8000,8000,996,0,0
Application_1609703275,1,5500,150.44,41,5500,5500,1050,0,0
Application_1609803629,1,12750,195.13,78,12750,12750,787,0,0
Application_1609863098,1,0,200,89,15000,15000,949,0,0
Application_1609910072,0,10000,230.66,48,10000,10000,0,0,0
Application_1609918816,1,5000,241.28,22,8000,5000,883,1,0
Application_1609953137,1,15000,444.96,36,15000,15000,0,0,0
Application_1609962521,1,10000,230.66,48,10000,10000,933,0,1
Application_1610527211,1,11500,122.43,120,11500,11500,969,0,0
Application_1610815101,0,30000,305.47,120,30000,30000,824,0,0
Application_1610815787,1,5000,50,138,5000,5000,892,0,1
Application_161081620,1,15000,113.33,180,15000,15000,953,0,0
Application_1611103224,1,18131,254.56,120,0,25000,902,0,0
Application_1611309750,0,2081.79,100.08,104,8000,8000,767,0,0
Application_1611654974,1,0,150,85,0,10500,0,0,0
Application_1612004507,0,7500,150,58,7500,7500,860,0,1
Application_1612124570,0,7000,300,25,7000,7000,947,0,0
Application_1612508567,1,15000,157.59,120,15000,15000,1022,0,0
Application_1612709587,0,5203.84,254.56,120,25000,25000,676,0,0
Application_1612901949,1,5000,97.4,60,5000,5000,1012,0,0
Application_1613272314,1,0,100,58,5000,5000,773,0,0
Application_1613424845,0,45000,499.41,108,45000,45000,0,0,0
Application_1613537882,1,4043.64,67.56,120,0,6000,868,0,0
Application_1613565558,0,0,201.6,44,5000,7900,0,0,0
Application_1613644379,0,7039,417.47,120,41000,41000,756,0,0
Application_1613749905,1,7000,101.41,86,6000,7000,815,0,0
Application_1613862738,1,10000,161.42,72,10000,10000,903,0,0
Application_1614113082,0,5000,97.4,60,5000,5000,0,0,0
Application_1614337191,1,3999.76,286.4,110,26200,26200,866,0,0
Application_1614763685,0,10000,200.95,56,8000,10000,723,0,0
Application_1614789186,1,15000,278.38,60,15000,15000,916,0,0
Application_161512457,0,23000,499.37,51,25000,23000,777,1,0
Application_1615315247,1,21000,215.76,120,21000,21000,817,0,0
Application_1615415732,1,10000,300.07,36,10000,10000,980,0,0
Application_1615512391,1,35000,401.01,107,350000,35000,966,1,0
Application_1615639591,1,10000,106.46,120,10000,10000,883,0,0
Application_1615711427,0,0,400,44,16000,16000,0,0,0
Application_1615982669,1,6017.15,150.87,67,8500,8500,932,0,0
Application_1616009132,1,317.94,244.84,120,0,23100,884,0,0
Application_1616238013,1,13500,585.48,120,54000,57500,953,0,1
Application_1616258061,1,10000,249.58,44,10000,10000,926,0,0
Application_1616344944,0,0,125,45,5000,5000,951,0,0
Application_1617021214,0,12000,127.75,120,12000,12000,0,0,0
Application_1617403964,0,0,450,126,0,45000,0,0,0
Application_1617562350,1,1306.34,486.36,120,46500,46500,792,0,0
Application_1617613545,1,5500,100.13,65,5500,5500,1111,0,0
Application_1618011449,1,15000,278.38,60,15000,15000,922,0,0
Application_1618112757,1,16000,296.93,60,16000,16000,889,0,0
Application_1618288478,0,3000,400,56,0,20000,0,0,0
Application_161865777,1,16000,363.52,48,16000,16000,979,0,1
Application_161868482,0,0,300,56,15000,15000,0,0,0
Application_1618821415,1,75000,763.67,120,75000,75000,0,0,0
Application_1618849870,1,8000,200,127,20000,20000,962,0,0
Application_1619405802,1,25000,565.83,48,25000,25000,961,0,0
Application_1619705692,0,0,350,47,15000,15000,800,0,0
Application_1620218906,1,4461,590.57,120,0,58000,788,0,0
Application_1620285047,0,5500,522.97,120,5000,50000,0,0,0
Application_1620409659,1,8484.15,261.48,120,25000,25000,926,0,1
Application_1620683053,1,0,300,78,20000,20000,0,0,0
Application_1620828737,1,25000,261.48,120,25000,25000,980,0,0
Application_1621414360,1,0,200,127,20000,20000,0,0,0
Application_1621427165,1,0,200,127,0,20000,0,0,0
Application_162158054,1,0,384.38,120,37750,37750,811,0,0
Application_162186579,1,7000,107.43,80,7000,7000,1018,0,0
Application_1621926220,0,8268,483.93,40,18000,18000,778,0,0
Application_1622174875,0,6500,450,48,19500,19500,0,0,0
Application_1622355877,0,0,181.16,60,9300,9300,929,0,0
Application_1622426828,1,60000,1108.28,60,60000,60000,1090,0,0
Application_1622787637,0,17342,350,84,25000,25000,892,0,0
Application_1622962500,1,0,423.05,96,35000,33800,812,1,1
Application_1623166177,1,10000,392.72,27,10000,10000,1108,0,0
Application_162342266,1,0,170,127,0,17000,914,0,1
Application_1623509076,0,0,200,127,20000,20000,0,0,0
Application_1623521916,1,24460,261.48,120,25000,25000,1002,0,0
Application_1623591917,1,5200,101.29,60,5200,5200,1047,0,0
Application_1623821275,1,18000,408.95,48,18000,18000,796,0,0
Application_162387661,1,10000,149.86,80,10000,10000,796,0,0
Application_1624448035,1,0,600,126,60000,60000,887,0,0
Application_1624710371,1,40000,738.85,60,40000,40000,839,0,0
Application_1624825294,0,5000,98.28,60,5000,5000,0,0,0
Application_1624884110,1,8000,103.09,100,8000,8000,899,0,0
Application_1624967843,1,15000,261.48,120,15000,25000,0,0,0
Application_162500417,1,12000,237.39,57,12000,12000,1085,0,0
Application_1625212778,1,9244.77,140,134,0,14000,989,0,1
Application_1625337065,1,6500,198.67,36,6500,6500,982,0,0
Application_1625631203,1,0,149.85,93,11500,11500,853,0,0
Application_1625730217,1,5465.37,344.04,48,15000,15000,896,0,0
Application_162576008,1,30000,776.01,42,30000,30000,743,0,0
Application_1625886684,0,10000,578.17,18,0,10000,0,0,0
Application_1625902951,1,15000,444.96,36,15000,15000,1030,0,0
Application_1626098440,0,0,886.62,60,50000,48000,0,1,0
Application_1626377486,1,6000,116.87,60,5500,6000,0,0,0
Application_1626388432,1,0,200,57,10000,10000,0,0,0
Application_1626445025,1,0,350,126,35000,35000,0,0,0
Application_1627209602,1,13185,444.96,36,15000,15000,923,0,1
Application_1627266445,0,25000,392.51,72,22250,25000,0,0,0
Application_1628132021,0,15000,304.32,55,15000,15000,680,0,0
Application_162819257,0,7000,136.35,60,15000,7000,0,1,0
Application_1628209692,0,5000,200,27,5000,5000,800,0,0
Application_1628518449,0,16000,160,127,16000,16000,0,0,0
Application_1629283457,1,0,300,56,15000,15000,1011,0,0
Application_1629521011,1,1000,300,56,15000,15000,883,0,0
Application_1629792659,0,708,133.07,120,15000,12500,799,1,0
Application_1630199614,1,5000,199.14,27,5000,5000,982,0,0
Application_1630717104,1,6580,229.23,36,7500,7500,950,0,0
Application_1630885595,0,3000,150,37,5000,5000,0,0,0
Application_1630937792,1,15000,583.95,27,15000,15000,791,0,0
Application_1631137033,0,0,300,78,20000,20000,0,0,1
Application_1631297810,1,142,398.02,84,29000,29000,792,0,0
Application_1631338431,0,12500,149.49,106,12500,12500,801,0,0
Application_1631798706,1,15000,175.92,102,15000,15000,748,0,0
Application_1631868794,1,12500,275.74,51,12500,12500,872,0,0
Application_1631898559,1,2817,356.38,120,35000,35000,809,0,1
Application_1631905533,1,0,300,56,15000,15000,0,0,0
Application_1632058835,0,5000,222.31,24,5000,5000,926,0,0
Application_1632221370,0,0,200,61,10500,10500,697,0,0
Application_1632274116,1,25000,254.56,120,25000,25000,1067,0,0
Application_1632318580,1,14166,502.82,43,20000,20000,961,0,0
Application_1632710315,1,17000,315.49,60,17000,17000,1136,0,0
Application_163281313,1,1450,735.8,44,30000,30000,844,0,0
Application_1633076563,1,7000,78.82,120,7000,7000,894,0,1
Application_1633218801,1,15000,249.04,68,15000,15000,782,0,0
Application_163326803,1,5000,97.4,60,5000,5000,844,0,0
Application_1633463208,1,12500,133.07,120,12500,12500,752,0,0
Application_163365847,1,4980,373.97,94,0,30000,981,0,0
Application_1633746030,1,12380,445.81,86,32500,32500,846,0,0
Application_1634060107,0,10000,175,127,17500,17500,0,0,0
Application_1634162981,1,52.38,140.36,120,12000,12900,856,0,0
Application_163422334,1,5000,97.4,60,5000,5000,843,0,0
Application_1634230904,1,500,298.31,99,25000,25000,930,0,0
Application_1634352428,0,2500,100,94,7000,7500,0,0,0
Application_1634388406,0,0,250,22,5000,5000,876,0,0
Application_1634586365,0,4239.98,498.93,120,49000,49000,795,0,0
Application_1634597540,1,11000,249.05,49,11000,11000,0,0,0
Application_1635282054,0,0,500,63,28000,28000,0,0,0
Application_1635294849,0,15000,150,127,150000,15000,624,1,0
Application_1635482301,0,11849,349.52,79,0,24000,0,0,0
Application_1635873744,1,10000,200.01,57,10000,10000,0,0,0
Application_1636388492,0,10000,292.56,37,10000,10000,754,0,0
Application_1636497905,0,6491,138.39,120,24250,13000,0,1,0
Application_1636853998,0,0,150,127,13000,15000,684,0,0
Application_1636875003,0,15000,150,127,15000,15000,768,0,0
Application_1637154472,1,5000,97.4,60,5000,5000,0,0,0
Application_1637691835,1,25000,349.81,84,0,25000,960,0,0
Application_1637771529,1,2,803.29,26,19800,19800,998,0,0
Application_163777174,1,8805,212.33,60,11000,11000,853,0,0
Application_1637883702,0,11000,350,98,32000,28600,956,1,0
Application_163804730,1,15000,509.11,120,50000,50000,0,0,0
Application_1638071691,1,0,100,134,10000,10000,0,0,0
Application_1638196726,0,0,160,73,9800,9800,0,0,0
Application_1638227980,1,128,130.51,60,6700,6700,910,0,0
Application_1638539031,1,7500,199.5,42,7500,7500,0,0,0
Application_1638663055,0,4989,483.02,30,0,13500,0,0,1
Application_1638715645,0,3636,353.46,75,23200,23200,730,0,0
Application_1638787939,0,0,100,58,5000,5000,912,0,0
Application_1639247005,1,10000,197,58,10000,10000,816,0,0
Application_1639639594,1,2000,200,57,10000,10000,907,0,0
Application_1639709656,0,7600,85.58,120,8200,7600,829,1,0
Application_1639814791,1,25000,461.78,60,25000,25000,816,0,0
Application_163995478,1,0,379.62,96,31000,31000,876,0,0
Application_1639971725,1,41216.82,458.2,120,0,45000,840,0,0
Application_1640033565,1,15000,175.92,102,15000,15000,0,0,0
Application_1640050784,1,0,254.56,120,25000,25000,956,0,0
Application_164011283,1,0,100,134,10000,10000,1025,0,1
Application_1640305151,0,0,100,72,5000,6000,1022,0,1
Application_1640661087,0,3422,254.56,120,25000,25000,0,0,0
Application_1640786645,1,10000,100,134,10000,10000,1030,0,0
Application_1640897778,1,0,300,56,15000,15000,716,0,0
Application_1641014120,1,0,200,127,20000,20000,0,0,0
Application_1641156565,1,10000,189.08,60,10000,10000,986,0,0
Application_164118000,1,15000,240.14,72,14750,15000,914,0,0
Application_1641372345,1,5000,97.4,60,5000,5000,974,0,0
Application_164152579,1,16000,296.93,60,16000,16000,911,0,0
Application_1641576878,1,0,110,134,11000,11000,0,0,0
Application_1641885593,1,11000,150,127,15000,15000,967,0,0
Application_1641924285,0,8000,300,87,22000,22000,871,0,0
Application_164229512,1,2000,125,66,7000,7000,856,0,0
Application_1642301709,1,5827,164.39,120,16000,16000,829,0,0
Application_164230926,1,7500,150,58,7500,7500,942,0,0
Application_1642523071,1,0,275,81,20000,19000,754,1,0
Application_1642582087,1,0,140,134,0,14000,862,0,0
Application_1642650691,1,25000,400,72,25000,25000,752,0,0
Application_164281407,0,0,200,27,5000,5000,0,0,0
Application_1642837861,1,5523,560.02,120,0,55000,895,0,0
Application_1642902017,1,9050,300.61,110,27500,27500,896,0,0
Application_164319398,1,5000,222.31,24,5000,5000,0,0,0
Application_1643416406,1,5000,222.31,24,5000,5000,945,0,0
Application_1643995941,1,10000,200.95,56,10000,10000,1064,0,0
Application_1644007706,0,0,150,127,15000,15000,735,0,0
Application_1644292441,1,109,276.79,119,27000,27000,836,0,0
Application_1644702343,1,13000,200,78,13000,13000,886,0,1
Application_1644913907,1,29000,535.67,60,29000,29000,840,0,0
Application_1645262001,1,2000,450,112,41000,41000,0,0,0
Application_1645687233,1,4016,199.05,44,5000,7800,938,0,0
Application_1645764192,1,10000,406.98,26,10000,10000,982,0,1
Application_1645885188,1,5000,100,58,5000,5000,982,0,0
Application_164609752,1,0,80,138,0,8000,0,0,0
Application_1646100892,1,17403,218.84,120,17500,21300,0,0,0
Application_1646116338,0,6000,125,55,6000,6000,849,0,0
Application_1646159699,1,0,200,127,20000,20000,856,0,0
Application_164627438,1,18000,191.37,115,18000,18000,956,0,0
Application_1646461966,1,0,200,57,10000,10000,0,0,0
Application_1646518445,0,16000,199.11,95,16000,16000,755,0,0
Application_1646783960,1,500,65,138,6500,6500,970,0,0
Application_1647108674,0,16000,411.12,42,16000,16000,0,0,0
Application_1647508089,0,1479.3,149.19,79,10000,10000,746,0,0
Application_1647681717,1,4400,600,56,50000,30000,791,1,0
Application_1647772582,1,0,350,65,20000,20000,0,0,0
Application_164778672,1,10000,106.46,120,10000,10000,846,0,0
Application_1648189282,1,0,198.29,120,19308,19300,796,1,0
Application_1648372772,1,10946,224.4,106,19750,19750,1020,0,0
Application_164872976,1,12500,153.58,100,12500,12500,805,0,0
Application_1648945667,1,25000,254.56,120,25000,25000,917,0,0
Application_1648961264,1,25000,254.56,120,25000,25000,959,0,0
Application_1649220617,1,800,437.84,120,43000,43000,0,0,0
Application_1649732255,0,10000,230.66,48,10000,10000,0,0,0
Application_1649931045,0,4000,150,54,7000,7000,971,0,0
Application_1650458580,1,2000,195.21,120,19000,19000,872,0,0
Application_1650545424,0,0,1250,30,40000,35000,0,1,0
Application_1650641180,1,0,360,56,18000,18000,946,0,0
Application_16508292,1,5000,100,134,0,10000,943,0,0
Application_1650844500,1,0,270,126,27000,27000,986,0,1
Application_1650863750,1,4871,149.19,79,10000,10000,1022,0,1
Application_1650971510,1,5077,389.09,120,0,37200,827,0,0
Application_1651085521,1,12000,226.9,60,12000,12000,713,0,1
Application_1651193107,1,2100,100,58,5000,5000,1028,0,1
Application_1651466349,0,0,250,60,15000,13000,0,1,0
Application_1651486302,0,5000,127.6,44,5000,5000,0,0,0
Application_1651605355,1,0,182.24,100,15000,15000,827,0,0
Application_1651773614,1,15000,157.59,120,15000,15000,947,0,0
Application_1652470616,1,0,65,138,0,6500,957,0,0
Application_1652642622,1,16000,200.89,94,16000,16000,1004,0,1
Application_1652866023,0,2600,150,37,5000,5000,1023,0,0
Application_1653243438,1,25000,397.39,71,25000,25000,860,0,0
Application_1653434250,1,10000,186.36,61,10000,10000,988,0,0
Application_1653926728,1,6000,116.87,60,6000,6000,929,0,0
Application_1654170598,1,0,150,127,15000,15000,897,0,0
Application_1654461126,1,15000,354.37,46,15000,15000,989,0,0
Application_1654873364,1,10000,441.21,24,10000,10000,0,0,0
Application_1655319212,1,0,120,134,12000,12000,0,0,0
Application_1655328214,1,2,307.45,56,15000,15400,1004,0,0
Application_1656557484,0,7500,355.27,110,7500,32500,0,0,0
Application_1656558410,1,20000,205.49,120,20000,20000,913,0,0
Application_1656801440,1,0,100,134,10000,10000,0,0,0
Application_1657041834,0,6500,126.61,60,6500,6500,0,0,0
Application_1657152614,1,6200,189.5,36,8500,6200,904,1,0
Application_1657383531,1,2000,100,58,0,5000,1078,0,0
Application_1657704546,1,5000,152.82,36,5000,5000,1031,0,0
Application_1657954071,1,1091,654.74,41,25000,25000,1031,0,0
Application_1657959562,1,5500,168.1,36,5500,5500,816,0,0
Application_1658017534,1,7702,288.32,48,12500,12500,1027,0,0
Application_16581516,1,20000,458.72,48,20000,20000,768,0,0
Application_1658187458,1,7413,315.65,120,15000,31000,848,0,0
Application_1658225452,1,12000,274.29,49,12000,12000,1006,0,0
Application_165847957,0,7000,136.35,60,8000,7000,0,1,0
Application_1658763257,1,5000,118.15,48,0,5000,836,0,0
Application_1659067728,0,8024,200.35,120,19500,19500,702,0,0
Application_165912924,1,27113.05,418.37,120,40000,40000,938,0,0
Application_1659132446,1,0,175,127,0,17500,904,0,0
Application_1659252190,1,0,100,102,8000,8000,0,0,0
Application_1659263465,0,0,261.48,120,25000,25000,0,0,0
Application_1659335205,0,5000,97.4,60,5000,5000,0,0,0
Application_1659413718,1,21000,215.76,120,21000,21000,917,0,0
Application_1659632502,1,8000,122.78,80,8000,8000,1017,0,0
Application_1659795567,1,50000,509.11,120,50000,50000,840,0,0
Application_1659913497,1,5000,97.4,60,5000,5000,816,0,0
Application_1660172325,1,7000,165.4,48,7000,7000,1090,0,0
Application_1660185664,1,5000,119.02,48,0,5000,943,0,0
Application_1660322928,1,5000,291.87,18,5000,5000,987,0,0
Application_1660566754,1,24709,342.81,94,27500,27500,806,0,0
Application_1660705348,1,38,78.82,120,7000,7000,945,0,1
Application_1660734224,1,0,345,126,0,34500,947,0,0
Application_1661111470,1,6000,60,138,6000,6000,1066,0,0
Application_1661187046,1,1499,366.08,120,35000,35000,938,0,0
Application_166127451,1,5172,76.03,85,5000,5200,810,0,0
Application_1661283911,1,0,401.64,50,0,18100,929,0,0
Application_1661353649,1,30000,887.34,36,30000,30000,844,0,0
Application_1661434114,1,50000,509.11,120,50000,50000,956,0,1
Application_1661702442,1,20152,356.38,120,35000,35000,812,0,0
Application_1662316950,1,0,250,82,20000,17500,0,1,0
Application_1662697397,1,10000,325,126,32500,32500,0,0,0
Application_1663014149,1,35000,366.08,120,35000,35000,919,0,0
Application_1663359860,1,10000,191.27,60,10000,10000,873,0,0
Application_1663711273,1,17000,315.49,60,17000,17000,891,0,0
Application_1663925804,1,35000,356.38,120,35000,35000,965,0,0
Application_1663975050,1,10824,305.47,120,30000,30000,930,0,1
Application_1664799415,1,1548,250.32,78,15000,17000,958,0,1
Application_166511158,1,7011,278.38,60,15000,15000,1039,0,0
Application_1665394241,1,10000,439.07,24,10000,10000,975,0,0
Application_1665479630,0,12760,195.15,92,15000,15000,790,0,0
Application_1666118648,1,10000,161.42,72,9000,10000,962,0,0
Application_1666291912,1,0,140,104,11500,11500,0,0,0
Application_1666420643,1,10000,189.08,60,10000,10000,909,0,0
Application_1666519543,1,3250,130,134,13500,13000,819,1,0
Application_1666960622,0,5000,199.14,27,5000,5000,0,0,0
Application_1667122461,1,0,67.56,120,0,6000,719,0,0
Application_1667186103,1,0,300,126,30000,30000,0,0,0
Application_166720706,0,545,540,50,24400,24400,752,0,0
Application_1667550025,0,357.42,102.69,70,5500,6000,0,0,0
Application_1667989141,1,50000,509.11,120,50000,50000,0,0,1
Application_1668186730,1,781,380.54,78,26000,26000,951,0,0
Application_1668333019,0,0,150,58,7500,7500,0,0,0
Application_1668415369,1,23000,254.56,120,25000,25000,891,0,1
Application_1669003717,1,505,174.66,120,0,17000,871,0,1
Application_166936167,1,0,300.65,60,16000,16200,947,0,0
Application_1669563872,1,7000,213.95,36,15000,7000,896,1,0
Application_1669672980,1,6000,350,126,35000,35000,0,0,0
Application_1670001855,1,7256,232.27,116,0,22000,938,0,0
Application_1670218780,1,0,400,126,40000,40000,895,0,0
Application_167026411,0,15000,245.85,69,15000,15000,0,0,0
Application_1670387503,0,0,250,33,7500,7500,0,0,0
